query_id,query,rank,score,event_id,title,venue_name,address,city,date_range,first_timing_begin,last_timing_begin,conditions,registration_url,origin_agenda,chunk_id,chunk_index,chunk_text_length,chunk_preview
q002,Je cherche une exposition gratuite à Paris,5,0.450559258,68370455,"Visite libre de l'exposition ""Explorations : une affaire d'État ?""",Hôtel des Invalides - Musée de l'armée,"129 rue de Grenelle, 75007 Paris, France",Paris,2026-05-23T19:30:00.000+02:00,2026-05-23T19:30:00.000+02:00,2026-05-23T19:30:00.000+02:00,,,,68370455::chunk_0,0,899,"Titre: Visite libre de l'exposition ""Explorations : une affaire d'État ?"" Description: Visite libre de l'exposition « Explorations : une affaire d'État ? » Description détaillée: À l’occasion de la Nuit européenne des musées, le samedi 23 mai 2026, le musée de l’Armée invite les visiteurs à déambuler gratuitement au cœur de l’Hôtel national des..."
q002,Je cherche une exposition gratuite à Paris,6,0.451991975,73317570,Nocturne gratuite et exceptionnelle,Cité des sciences et de l’industrie,"30 avenue Corentin Cariou, 75019 Paris, France",Paris,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,2026-05-23T18:00:00.000+02:00,,,,73317570::chunk_0,0,508,"Titre: Nocturne gratuite et exceptionnelle Description: Visite libre Description détaillée: La Cité des sciences et de l'industrie participe à la 22e édition de la Nuit européenne des musées ! Pendant cette soirée, profitez gratuitement des expositions temporaires et permanentes, de la Cité des enfants 5-10 ans, des médiations scientifiques et d..."
q002,Je cherche une exposition gratuite à Paris,7,0.453553498,37396801,Exposition dans le cadre du festival de l'école,Ecole élémentaire Jomard,9 rue Jomard 75019 Paris,Paris,2026-06-15T09:00:00.000+02:00 → 2026-06-19T09:00:00.000+02:00,2026-06-15T09:00:00.000+02:00,2026-06-19T09:00:00.000+02:00,,,,37396801::chunk_0,0,513,Titre: Exposition dans le cadre du festival de l'école Description: Dis-moi Dix mots Description détaillée: Les élèves prépareront des panneaux en lien avec les apprentissages en français et en arts plastiques. Ces panneaux seront exposés à l'occasion d'une exposition de fin d'année dans le cadre du festival de l'école. Ce travail sera présenté...
q003,Je cherche un concert ou un événement musical à Paris,1,0.387386322,82236074,Soirée musicale dans un café associatif,Square Sainte-Léonie,"8 Place de la Garenne, 75014 Paris",Paris,2025-06-21T17:00:00.000+02:00,2025-06-21T17:00:00.000+02:00,2025-06-21T17:00:00.000+02:00,,,,82236074::chunk_0,0,663,"Titre: Soirée musicale dans un café associatif Description: Fête de la musique 2025 Description détaillée: La Fête de la musique s'invite au Moulin à Café ! ------------------------------------------------- ### Venez assister à 3 représentations uniques ! **A 17h**: Chorale participative ""Les Voisins du dessus"" **A 19h**: ""Fabulous Fab"". Ce grou..."
q003,Je cherche un concert ou un événement musical à Paris,2,0.398015022,79974304,Concerts : Chenji & KaeL et Marx Sisters,Mémorial de la Shoah,17 rue Geoffroy l'Asnier,Paris,2025-06-21T18:00:00.000+02:00,2025-06-21T18:00:00.000+02:00,2025-06-21T18:00:00.000+02:00,,https://billetterie.memorialdelashoah.org/fr/evenement/fete-de-la-musique-2025,,79974304::chunk_0,0,990,"Titre: Concerts : Chenji & KaeL et Marx Sisters Description: Fête de la musique 2025 Description détaillée: à **18h** Après Art Baker, un concert-concept inspiré de la vie romancée d’un musicien de jazz méconnu, le duo parisien **Chenji & KaeL** revient avec une nouvelle histoire à raconter. Cette fois, ils réinterprètent en jazz les musiques em..."
q003,Je cherche un concert ou un événement musical à Paris,3,0.398048103,96572967,"Concert et animations d'églises locales, Paris 13",12 villa d'Esté,12 villa d'Esté Paris 75013,Paris,2025-06-21T18:30:00.000+02:00,2025-06-21T18:30:00.000+02:00,2025-06-21T18:30:00.000+02:00,,,,96572967::chunk_0,0,793,"Titre: Concert et animations d'églises locales, Paris 13 Description: Fête de la musique 2025 Description détaillée: Les églises de Masséna et du Passage National vous invitent à célébrer la Fête de la musique au cœur du 13e arrondissement de Paris. Venez vivre une soirée unique où chants de louange en français et en chinois, moments instrumenta..."
q003,Je cherche un concert ou un événement musical à Paris,4,0.399343133,28986543,Mille et une harpes,Cité de la musique - Musée de la musique,"221 avenue Jean Jaurès, 75019 Paris, France",Paris,2026-05-23T19:30:00.000+02:00,2026-05-23T19:30:00.000+02:00,2026-05-23T19:30:00.000+02:00,,,,28986543::chunk_1,1,215,". Dates: Samedi 23 mai, 19h30 Conditions: Entrée libre sans réservation dans la limite des places disponibles Lieu: Cité de la musique - Musée de la musique, 221 avenue Jean Jaurès, 75019 Paris, France, 75019, Paris"
q003,Je cherche un concert ou un événement musical à Paris,5,0.401398301,51188945,Concert Gospel,Église adventiste Paris-Sud,130 boulevard de l'hôpital 75013 Paris,Paris,2025-06-21T17:00:00.000+02:00,2025-06-21T17:00:00.000+02:00,2025-06-21T17:00:00.000+02:00,,,,51188945::chunk_0,0,691,"Titre: Concert Gospel Description: Fête de la musique 2025 Description détaillée: Venez comme vous êtes, repartez le coeur léger !!! Le parvis de l’église de Paris Sud s’anime pour un concert exceptionnel, ouvert à tous, dans une ambiance conviviale, chaleureuse et pleine de vie. Venez comme vous êtes, en famille, entre amis ou même seul - ici,..."
q003,Je cherche un concert ou un événement musical à Paris,6,0.403881907,60224911,Concert Jardinal,Kiosque du Parc Georges-Brassens,2 place Marette 75015 Paris,Paris,2025-09-13T14:30:00.000+02:00,2025-09-13T14:30:00.000+02:00,2025-09-13T14:30:00.000+02:00,,,,60224911::chunk_0,0,815,"Titre: Concert Jardinal Description: Été numérique Description détaillée: Entre douceur et ravissement, le _**Concert Jardinal**_ d'après-midi pour transats vibrants cherche à saisir la beauté fragile et insaisissable de l'instant, ce moment magique où le temps s'arrête, où tout est possible. Bruissement du vent dans les feuilles, chants d'oisea..."
q003,Je cherche un concert ou un événement musical à Paris,7,0.405787349,86367542,Entre classique et musiques actuelles...,Eglise Evangélique Libre Paris-Alésia,85 rue d'Alésia 75014 Paris,Paris,2025-06-21T20:30:00.000+02:00,2025-06-21T20:30:00.000+02:00,2025-06-21T20:30:00.000+02:00,,,,86367542::chunk_0,0,430,"Titre: Entre classique et musiques actuelles... Description: Fête de la musique 2025 Description détaillée: Les musiciens de l'église protestante de Paris-Alésia sont heureux de partager avec vous ce concert collectif. Au programme, de la musique classique, mais aussi des incursions dans la pop et le jazz... Dates: Samedi 21 juin 2025, 20h30 Lie..."
q003,Je cherche un concert ou un événement musical à Paris,8,0.406020701,4649769,Concert Millon,Rue Rossini,"3 rue Rossini, 75009 Paris",Paris,2025-06-21T19:00:00.000+02:00,2025-06-21T19:00:00.000+02:00,2025-06-21T19:00:00.000+02:00,,,,4649769::chunk_0,0,326,"Titre: Concert Millon Description: Fête de la musique 2025 Description détaillée: Un florilège de musiques pop-rock, repris par des enfants en première partie de soirée puis par un groupe en deuxième partie. Dates: Samedi 21 juin 2025, 19h00 Conditions: 50 personnes Lieu: Rue Rossini, 3 rue Rossini, 75009 Paris, 75009, Paris"
q004,Je cherche une sortie culturelle pour des enfants à Paris,1,0.401630402,21269992,Les Arènes Lyriques des enfants,Arènes de Montmartre,"25 rue Chappe, 75018 Paris",Paris,2025-07-25T16:00:00.000+02:00 → 2025-08-14T16:00:00.000+02:00,2025-07-25T16:00:00.000+02:00,2025-08-14T16:00:00.000+02:00,,,,21269992::chunk_2,2,340,". Dates: 25 juillet - 14 août 2025 Conditions: Les Arènes Lyriques des enfants sont une série d'ateliers-concerts gratuits pour les enfants de 6 à 11 ans qui ne partent pas en vacances, en coordination avec les centres de loisirs et hôpitaux pédiatriques d'Île-de-France. Lieu: Arènes de Montmartre, 25 rue Chappe, 75018 Paris, 75018, Paris"
q004,Je cherche une sortie culturelle pour des enfants à Paris,2,0.402385116,3178248,Visite libre de la cité des enfants 5/10 ans,Cité des sciences et de l’industrie,"30 avenue Corentin Cariou, 75019 Paris, France",Paris,2026-05-23T18:15:00.000+02:00,2026-05-23T18:15:00.000+02:00,2026-05-23T18:15:00.000+02:00,,,,3178248::chunk_0,0,488,"Titre: Visite libre de la cité des enfants 5/10 ans Description: Visite libre de la cité des enfants 5/10 ans Description détaillée: Profitez gratuitement de la cité des enfants 5/10 ans et ses cinq univers : Dessus dessous, Jeux d'eau, Fête foraine, Atelier débrouille et Maison Bizarre. Dates: Samedi 23 mai, 18h15 Conditions: Sans réservation,..."
q004,Je cherche une sortie culturelle pour des enfants à Paris,3,0.403337091,19514875,Village des enfants,Pavillon et parc de Bagatelle,Route de Sèvres à Neuilly 75016 Paris,Paris,2026-06-06T10:00:00.000+02:00 → 2026-06-07T10:00:00.000+02:00,2026-06-06T10:00:00.000+02:00,2026-06-07T10:00:00.000+02:00,,,,19514875::chunk_0,0,418,"Titre: Village des enfants Description: Village des enfants Description détaillée: Pour toutes les activités proposées, les enfants doivent être accompagnés. Inscription à l'accueil pour la composition d'un herbier, dessine avec des feuilles d'arbres. Inscription auprès des bûcherons pour la grimpe arboricole Dates: 6 et 7 juin Lieu: Pavillon et..."
q004,Je cherche une sortie culturelle pour des enfants à Paris,4,0.408253193,83410408,Dis-moi dix mots,COMPAGNIE GAZELLE,paris,Paris,2025-09-05T15:00:00.000+02:00 → 2026-06-05T15:00:00.000+02:00,2025-09-05T15:00:00.000+02:00,2026-06-05T15:00:00.000+02:00,,,,83410408::chunk_1,1,364,". Faire un retour sur le chemin parcouru où les enfants peuvent exprimer ce qu'ils ont appris sur la francophonie et les mots qui les ont marqués. Cercle de parole où chaque enfant partage son expérience et son ressenti sur le thème de l’atelier. Dates: 5 septembre 2025 - 5 juin 2026, les vendredis Conditions: 18 enfants max Lieu: COMPAGNIE GAZE..."
q004,Je cherche une sortie culturelle pour des enfants à Paris,5,0.409910679,28187269,Chaillot Colo #30,Palais de Chaillot,"1 Place du Trocadéro et du Onze Novembre, 75016 Paris, France",Paris,2025-07-14T17:00:00.000+02:00 → 2025-07-19T09:00:00.000+02:00,2025-07-14T17:00:00.000+02:00,2025-07-19T09:00:00.000+02:00,,,,28187269::chunk_1,1,881,". Ces enjeux sont les mêmes que ceux des sportifs de haut niveau et de l’extrême, artistes de danse ou des arts du cirque. Cette Chaillot Colo sera l’occasion de jumeler durant toute la semaine la pratique artistique avec des activités ludiques et culturelles dans Paris. Le mardi 15 juillet, le groupe visitera la capitale en bateau avec les Vede..."
q004,Je cherche une sortie culturelle pour des enfants à Paris,6,0.414305031,26075714,Les plans-reliefs racontés par les enfants,Musée des plans-reliefs,"129 Rue de Grenelle, 75007 Paris, France",Paris,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,,,,26075714::chunk_0,0,464,"Titre: Les plans-reliefs racontés par les enfants Description: Visite commentée : les plans-reliefs racontés par les enfants Description détaillée: Les élèves de CE2 de l'école Joliot-Curie à Bagnolet vous racontent de 19h à 21h l'histoire des villes présentées sur les maquettes au musée des Plans-Reliefs. Dates: Samedi 23 mai, 19h00 Conditions:..."
q004,Je cherche une sortie culturelle pour des enfants à Paris,7,0.415412545,55991549,Ateliers Kapla autour de l'architecture,Les Récollets,148 rue du Faubourg Saint-Martin 75010 Paris,Paris,2025-10-18T10:30:00.000+02:00 → 2025-10-18T14:00:00.000+02:00,2025-10-18T10:30:00.000+02:00,2025-10-18T14:00:00.000+02:00,,https://my.weezevent.com/journees-nationales-de-larchitecture,,55991549::chunk_1,1,274,". N'hésitez pas à prévoir un goûter pour vos enfants car il n'y aura pas de nourriture sur place. Dates: Samedi 18 octobre 2025, 10h30, 14h00 Conditions: Entrée gratuite, inscription obligatoire Lieu: Les Récollets, 148 rue du Faubourg Saint-Martin 75010 Paris, 75010, Paris"
q004,Je cherche une sortie culturelle pour des enfants à Paris,8,0.415936589,87554279,"Pratique artistique "" ""Je"", Demain""",Hôtel de saint-aignan - musée d'art et d'histoire du judaïsme,"71 rue du Temple, Paris 3ème, 75003, Ile-de-France",Paris,2025-07-21T10:00:00.000+02:00 → 2025-07-25T10:00:00.000+02:00,2025-07-21T10:00:00.000+02:00,2025-07-25T10:00:00.000+02:00,,,,87554279::chunk_1,1,787,". Le groupe s’est rapidement investi dans les différentes étapes de création, faisant preuve d’attention, de curiosité et de coopération. Plusieurs jeunes ont exprimé leur fierté d’avoir participé, notamment à travers les activités de photographie particulièrement appréciées. La semaine s’est clôturée par une restitution dans la salle de project..."
q005,Je cherche une activité familiale à Paris,1,0.48873058,42441936,Atelier famille : dessine les jardins des plans-reliefs,Musée des Plans-Reliefs,129 rue de Grenelle 75007 PARIS,Paris,2026-06-06T11:00:00.000+02:00,2026-06-06T11:00:00.000+02:00,2026-06-06T11:00:00.000+02:00,,https://museedesplansreliefs.fr/rendez-vous-aux-jardins-2026,,42441936::chunk_0,0,638,"Titre: Atelier famille : dessine les jardins des plans-reliefs Description: Atelier créatif en famille Description détaillée: Après une visite du musée, la médiatrice accompagne les enfants en salle pédagogique afin de réaliser un plan-relief collectif, dont chacun repartira avec sa création. Cette activité ludique et créative a pour objectif de..."
q005,Je cherche une activité familiale à Paris,2,0.499202788,24877507,Parcours jeune public : découvrir l’exposition en famille,Galerie des Gobelins - Mobilier national,"42 Avenue des Gobelins, 75013 Paris, France",Paris,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,2026-05-23T19:00:00.000+02:00,,,,24877507::chunk_0,0,923,"Titre: Parcours jeune public : découvrir l’exposition en famille Description: Parcours avec livret-jeu dans l’exposition ""Sèvres, une passion Rothschild. De la Villa Ephrussi à Paris"" Description détaillée: À l’occasion de la Nuit des musées, l’exposition [_Sèvres, une passion Rothschild. De la Villa Ephrussi à Paris_](https://www.mobiliernation..."
q005,Je cherche une activité familiale à Paris,3,0.511502981,17971949,Atelier de collage et d’imagination « Mon immeuble de rêve » (public ados et adultes),Les Récollets,148 rue du Faubourg Saint-Martin 75010 Paris,Paris,2025-10-18T14:00:00.000+02:00,2025-10-18T14:00:00.000+02:00,2025-10-18T14:00:00.000+02:00,,https://my.weezevent.com/journees-nationales-de-larchitecture-atelier-de-collage-et-dimagination,,17971949::chunk_1,1,725,". Il ressemble à quoi, il est entouré de quoi, qui sont les voisins, ici tu peux faire…_ _Notre lieu de vie joue un rôle fondamental dans notre bien-être et notre santé._ _A partir d’éléments découpés et triés, et guidé par la thématique et les instructions précises de l’animatrice, chacun va créer le tableau de son immeuble rêvé et le situer da..."
q005,Je cherche une activité familiale à Paris,4,0.524111867,11826717,"Atelier de création Pop-Up ""Architectures du quotidien : dessins et découpages en volume""",Les Récollets,148 rue du Faubourg Saint-Martin 75010 Paris,Paris,2025-10-18T10:30:00.000+02:00 → 2025-10-18T14:00:00.000+02:00,2025-10-18T10:30:00.000+02:00,2025-10-18T14:00:00.000+02:00,,https://my.weezevent.com/journees-nationales-de-larchitecture-ateliers-pop-up-autour-de-larchitecture,,11826717::chunk_1,1,496,". N'hésitez pas à prévoir un goûter pour vos enfants car il n'y aura pas de nourriture sur place. **Animatrice :** Ingrid Monchy, accompagnée de Johannie Bouffier Hartmann, architecte conseillère ordinale et Hélène de Gassart, architecte et conseillère ordinale **Deux sessions proposées :** de 10h30 à 12h30 et de 14h à 16h30 Dates: Samedi 18 oct..."
q005,Je cherche une activité familiale à Paris,5,0.524343729,85846660,Running architecture,Métro Jussieu,11 rue Guy de la Brosse 75005 Paris,Paris,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,2025-10-18T08:45:00.000+02:00,,https://www.architectes-idf.org/jna-running-architecture,,85846660::chunk_1,1,923,". **Un fil rouge : observer, comprendre et raconter la ville autrement, dans une approche vivante et sensible de l’architecture.** Instructif sans être professoral, récréatif sans être banal, ce moment se veut autant une **invitation à la découverte de l'architecture qui nous entoure.** **Attention :** _cet événement est une activité conviviale..."
q005,Je cherche une activité familiale à Paris,6,0.524543941,1497717,Atelier famille - Lunettes à humeur,Musée des arts et métiers,"60 Rue Réaumur, 75003 Paris, France",Paris,2026-05-23T18:30:00.000+02:00 → 2026-05-23T22:00:00.000+02:00,2026-05-23T18:30:00.000+02:00,2026-05-23T22:00:00.000+02:00,,https://www.arts-et-metiers.net/,,1497717::chunk_0,0,684,"Titre: Atelier famille - Lunettes à humeur Description: Atelier en famille ""Lunettes à humeur"" Description détaillée: As-tu envie de «voir la vie en rose» ? Ou préfères-tu «avoir une peur bleue»? Ce soir tout est possible! En portant tes lunettes, tu pourras rajouter de la couleur dans ta vie et t’imaginer un monde rempli de fantaisie à la maniè..."
q005,Je cherche une activité familiale à Paris,7,0.525134861,50843818,JUSTE LA FIN DU MONDE,theatre 13 Seine,"30 rue du chevaleret, Paris 75013",Paris,2025-11-03T20:00:00.000+01:00 → 2025-11-22T18:00:00.000+01:00,2025-11-03T20:00:00.000+01:00,2025-11-22T18:00:00.000+01:00,,,,50843818::chunk_1,1,362,". On peut alors observer chaque secret, chaque recoin, chaque solitude de cette réunion de famille. Évoluant aux côtés de Louis, la mise en scène plonge les spectateur·rices dans ses visions d’enfance, ses nuits hantées, ses silences et ses musiques intérieures. Dates: 3 - 22 novembre 2025 Lieu: theatre 13 Seine, 30 rue du chevaleret, Paris 7501..."
q005,Je cherche une activité familiale à Paris,8,0.528543472,83410408,Dis-moi dix mots,COMPAGNIE GAZELLE,paris,Paris,2025-09-05T15:00:00.000+02:00 → 2026-06-05T15:00:00.000+02:00,2025-09-05T15:00:00.000+02:00,2026-06-05T15:00:00.000+02:00,,,,83410408::chunk_1,1,364,". Faire un retour sur le chemin parcouru où les enfants peuvent exprimer ce qu'ils ont appris sur la francophonie et les mots qui les ont marqués. Cercle de parole où chaque enfant partage son expérience et son ressenti sur le thème de l’atelier. Dates: 5 septembre 2025 - 5 juin 2026, les vendredis Conditions: 18 enfants max Lieu: COMPAGNIE GAZE..."
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,1,0.387229443,50843818,JUSTE LA FIN DU MONDE,theatre 13 Seine,"30 rue du chevaleret, Paris 75013",Paris,2025-11-03T20:00:00.000+01:00 → 2025-11-22T18:00:00.000+01:00,2025-11-03T20:00:00.000+01:00,2025-11-22T18:00:00.000+01:00,,,,50843818::chunk_1,1,362,". On peut alors observer chaque secret, chaque recoin, chaque solitude de cette réunion de famille. Évoluant aux côtés de Louis, la mise en scène plonge les spectateur·rices dans ses visions d’enfance, ses nuits hantées, ses silences et ses musiques intérieures. Dates: 3 - 22 novembre 2025 Lieu: theatre 13 Seine, 30 rue du chevaleret, Paris 7501..."
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,2,0.407932043,15470657,Tèmpi Tèmtoa,Théâtre du Châtelet,"2 rue Edouard Colonne, 75001 Paris",Paris,2025-11-30T11:00:00.000+01:00 → 2025-11-30T16:00:00.000+01:00,2025-11-30T11:00:00.000+01:00,2025-11-30T16:00:00.000+01:00,,,,15470657::chunk_3,3,183,". Dates: Dimanche 30 novembre 2025, 11h00, 14h00, 16h00 Conditions: 14€ adulte, 7€ pour les moins de 30 ans Lieu: Théâtre du Châtelet, 2 rue Edouard Colonne, 75001 Paris, 75001, Paris"
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,3,0.411122203,76103227,L'apocalypse d'Adam et Aimée,Théâtre du Rond-Point,2 bis avenue Franklin Delano Roosevelt Paris 8,Paris,2026-04-08T19:30:00.000+02:00 → 2026-04-18T18:30:00.000+02:00,2026-04-08T19:30:00.000+02:00,2026-04-18T18:30:00.000+02:00,,,,76103227::chunk_1,1,111,". Dates: 8 - 18 avril Lieu: Théâtre du Rond-Point, 2 bis avenue Franklin Delano Roosevelt Paris 8, 75008, Paris"
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,4,0.412110418,69427795,CHIMERE,Théâtre du Soleil,"2 route du champ de manoeuve, 75012",Paris,2026-05-06T20:00:00.000+02:00 → 2026-05-17T16:00:00.000+02:00,2026-05-06T20:00:00.000+02:00,2026-05-17T16:00:00.000+02:00,,,,69427795::chunk_11,11,751,". Les autres personnages viendront brouiller les pistes en émergent de toutes parts, renforçant ainsi le caractère irréel de notre histoire. Chaque univers se verra attribuer sa propre couleur lumineuse : l’univers du conte, l’univers hospitalier, les échanges avec les chercheurs, et bien sûr, les étoiles. Le dessin des lumières rappellera les f..."
q006,Je cherche une pièce de théâtre ou un spectacle à Paris,5,0.412403822,51387822,Personne n'est ensemble sauf moi,Théâtre de la Tempête,"Route Du Champ de Manoeuvre, 75012 Paris",Paris,2025-10-09T20:00:00.000+02:00 → 2025-10-19T16:00:00.000+02:00,2025-10-09T20:00:00.000+02:00,2025-10-19T16:00:00.000+02:00,,,,51387822::chunk_1,1,688,". **UN THÉÂTRE OÚ LA NORMALITÉ N’EXISTE PAS MAIS QUI LA QUESTIONNE AVEC FORCE.** Production **Cie Amonine** Coproduction **Théâtre Paris-Villette, Théâtre Antoine Vitez, Scène d’Ivry - Théâtre du Cristal, Festival Imago, Théâtre Jean Vilar de Vitry-sur-Seine, Grand Parquet.** Soutiens **DRAC Ile-de-France - ""La Vie devant soi"", réseau coopératif..."
